Version, St Cov, MS, Easy mutants, Stubbron mutants, Live mutants 
4, 0.92, 0.89, 8, 8, 2
 15, 0.55, 0.92, 6, 6, 1
 16, 1.0, 1.0, 4, 0, 0
 19, 0.78, 0.96, 21, 24, 2
 20, 0.55, 0.65, 15, 0, 8
 26, 1.0, 0.75, 5, 10, 5
 27, 0.54, 0.42, 11, 0, 15
 29, 0.83, 0.64, 22, 5, 15
 30, 1.0, 0.93, 7, 6, 1
 33, 0.77, 0.85, 46, 150, 35
 35, 0.58, 1.0, 6, 7, 0
 36, 0.63, 0.4, 8, 10, 27
 37, 0.85, 0.88, 58, 126, 25
 38, 0.57, 1.0, 5, 8, 0
 39, 0.5, 0.42, 15, 4, 26
 40, 1.0, 1.0, 4, 0, 0
 
